title,author,content
둘을 위해서 하나는 버려야 합니다 , 고은별,"우리가 서로 만나는 동안<br>단 한번도 의심하지 않았습니다.<br>그러나 상대방을 철저하게 믿지도 아니하였습니다.<br>그러면서 사랑이라 생각했습니다.<br>만나면서 점점 사랑이 깊어진다고 믿었기에 만났지만<br>언제 어디서부터인지도 모른 채<br>우리는 헤어짐을 준비해야 했던 것이지요


  둘이 만남을 시작하면서부터<br>혼자 생활했던 모습들은 변해가야 합니다.<br>하나만의 공간이 아닌 둘만의 공간을 위하여<br>하나만이 필요했던 공간에서의 어느 것은<br>때로 버려져야 합니다.<br>그것이 가능하지 않을때<br>사랑은 일방적인 것이 되어<br>누군가는 끊임없이 괴로워하게 됩니다.


  사랑할 준비가 되어 있지 않았을 때<br>나에게 사랑은 찾아왔습니다.<br>그것이 사랑이라 믿었습니다.<br>그러나 끝내 닫혀져 있는 나의 가슴은<br>그 사람에게 아픔만을 남겨 주었지요.


  그렇습니다.<br>버려야 할 나의 것들을 버리지 않았기에<br>그 사람은 떠나야 했고<br>난 돌아서서 울어야 했습니다.


  지금도 나는 그 사람을 그리워합니다.<br>사랑을 느낄 수 있었기에<br>사랑을 생각하며 그 사람을 못잊어 합니다."
둘이서 하나이 되어 , 김후란,<br>밝은 이 자리에<br>떨리는 두 가슴<br>말없이 손 잡고 서 있습니다<br>두 시내 합치어<br>큰 강물 이루듯<br>천사가 놓아 준<br>금빛 다리를 건너<br>두 사람 마주 걸어와<br>한자리에 섰습니다<br>언젠가는 오늘이 올 것을<br>믿었습니다<br>이렇듯 소중한 시간이 있어 주리란 것을<br>그때 우리는<br>우리는 영원히 하나가 되리라고<br>푸른 밤 고요한 달빛 아래<br>손가락 마주걸고 맹세도 했습니다<br>우리는 영원히 하나가 되리라고<br>이슬 젖은 솔숲을 거닐면서<br>말했습니다<br>그리고 지금 우리가 순수한 것처럼<br>우리의 앞날을 순수하게 키워 가자고<br>사람들은 누구나 말합니다<br>사노라면 기쁨과 즐거움 뒤에<br>어려움과 아픔이 따르기 마련이며<br>비에 젖어 쓸쓸한 날도 있다는 걸<br>모래성을 쌓듯 몇 번이고 헛된 꿈에<br>무릎을 꿇어야 한다는 걸<br>그럴수록 우리는 둘이서 둘이 아닌<br>하나이 되렵니다<br>둘이서 하나이 되면<br>둘이서 하나이 되면<br>찬바람 목둘레에 감겨든단들<br>마음이야 언제나 따뜻한 불빛<br>외로울 때는 심장에서 빼어 준<br>소망의 언어들을 기억할 것입니다<br>잊을 수 없는 우리만의 밀어<br>버릴 수 없는 우리만의 꿈<br>약속의 언어로 쌓아올린 종탑<br>높은 정신을 기억할 것입니다<br>그리하여 가장 꼭대기에 매어단<br>사랑과 헌신의 종을 힘껏 치렵니다<br>아 이토록 아름다운 하늘 아래<br>이토록 가슴이 빛나는 날에<br>둘이서 하나가 되면<br>둘이서 하나가 되면<br>지상의 온갖 별들이<br>머리 위에서 빛나고<br>불멸의 힘으로 피어나는 날들이<br>우리들을 끌어갈 것입니다<br>우리의 손을 잡고<br>같은 쪽 같은 하늘을<br>바라보며 가렵니다<br>죽음이 우리를 갈라 놓을 때까지<br>죽음이 우리를 갈라 놓을 때까지
들은 이야기 , 정우경,<br>견우와 직녀는<br>너무도 사랑해 헤어졌다고<br>로미오와 줄리엣은<br>너무도 사랑해 헤어졌다고<br>세상에 살고 있는 반의 남자와<br>세상에 살고 있는 반의 여자는<br>만나고 사랑하고 헤어진다고<br>사랑하는 연인들은<br>사랑하는 이유로 이별한다고<br>이제 내가 들려주는 이야기는<br>우리는 너무나 사랑했었다고.
등돌린 사랑조차 아름다운 건 , 유미성,"<br>등돌린 사랑조차 아름다운 건<br>그 안에 그대가 숨어 있기 때문입니다<br>여전히 잘라내지 못한<br>내 마음속의 그리움들이<br>지난날 더 주지 못한 사랑을<br>안타까워하고 있기 때문입니다<br>겨울 아침,<br>사람들 모르게 밤사이에 눈이 내려<br>초라한 겨울 나무위로도<br>새 하얀 눈꽃이 피어나듯<br>언젠가 나도 모르게<br>앙상한 내 삶 속으로 다시 돌아와<br>환하게 웃고 있을 그대를<br>생각하고 있기 때문일지도 모릅니다<br>눈앞에서 등 돌려 떠나가신 후에도<br>내게는 늘 진행형인 사랑<br>그렇게나 참으로 보고 싶은 사람<br>오랜 침묵 후에 뱉어내신 그 한마디가<br>그렇게 덜어내신 무거운 짐이<br>못내 안스러워 자꾸 돌아보시던<br>그 따스한 마음이 남아 있기 때문입니다<br>등돌린 사랑조차 아름다운 건<br>그 사랑 안에서 행복했기 때문입니다<br>그대가 남겨주신 아름다운 추억들이<br>내게는 살아가는 마지막 이유이기 때문입니다"
등나무 사랑 , 김영남,"<br>나는 등나무 꽃이 되리라.<br>그대 머리 위에 모빌처럼 매달려서<br>향기를 넓게 뿌려주리라. 그 향기로<br>그대 앞길을 밝히는 등이 되리라.<br>만일 향기가 다 떨어지면 나는<br>그대 하늘을 꾸미는 지붕이 되리라.<br>지붕이 되어 서늘한 그늘을 선사하리라.<br>벤치를 갖다놓고 친구들도 초대하리라.<br>아, 나는 등나무의 마음이 되리라.<br>어두운 세상에서도 그대 하나만 붙들고<br>두 겹 세 겹, 아니 수없이 보듬고 도는<br>저 등나무의 끝없는 사랑이 되리라."
따뜻한 마음 , 조성태,<br>그대를 미워하는 마음에서도<br>나는 손을 내밀었습니다.<br>내 손이 따뜻한 것은<br>내 마음 때문이 아니라<br>나의 체온 때문이었습니다.<br>그런데도 그대는 나에게<br>감사하는 마음을 보였습니다.<br>속으로 부끄러움을 느꼈지만<br>돌아서면서 그대에게<br>고마운 마음이 생겼습니다.<br>처음부터 내가<br>그대에게 보여주어야 할<br>나의 진실한 마음입니다.<br>그대로 하여금<br>나의 따뜻한 마음이<br>되돌아왔습니다.<br>그대 덕분입니다.<br>이것이 바로 내가<br>그대 곁에 있는 이유입니다.<br>이제는<br>그대가 내 곁에 있는 이유가<br>내가 되어야 할 때입니다.
따뜻한 편지 , 곽재구,<br>당신이 보낸 편지는<br>언제나 따뜻합니다<br>물푸레나무가 그려진<br>10전짜리 우표 한 장도 붙어 있지 않고<br>보낸 이와 받는 이도 없는<br>그래서 밤새워 답장을 쓸 필요도 없는<br>그 편지가<br>날마다 내게 옵니다<br>겉봉을 여는 순간<br>잇꽃으로 물들인<br>지상의 시간들 우수수 쏟아집니다<br>그럴 때면 내게 남은<br>모국어의 추억들이 얼마나 흉칙한지요<br>눈이 오고<br>꽃이 피고<br>당신의 편지는 끊일 날 없는데<br>버리지 못하는 지상의 꿈들로<br>세상 밖을 떠도는 한 사내의<br>퀭한 눈빛 하나 있습니다.
딱 한 사람 , 작자 미상,<br>삶이 너무 고달프고 힘들어 모든 것을 포기 하려 해도<br>딱 한 사람<br>나를 의지하고 있는 그 사람의 삶이 무너질 것 같아<br>몸을 추스리고 일어나 내일을 향해 바로 섭니다<br>속은 일이 하도 많아 이제는 모든 것을 의심하면서<br>살아야겠다고 다짐하지만<br>딱 한 사람<br>나를 철석같이 믿어 주는 그 사람의 얼굴이 떠올라<br>그 동안 쌓인 의심을 걷어내고<br>다시 모두 믿기로 합니다<br>사람들의 마음이 너무나 강박하여<br>모든 사람을 미워하려 해도<br>딱 한 사람<br>그 사람의 사랑이 밀물처럼 가슴으로 밀려와<br>그 동안 쌓인 미움들을 씻어 내고 다시<br>내 앞의 모든 이를 사랑하기로 합니다<br>아프고 슬픈 일이 너무 많아 눈물만 흘리면서<br>살아갈 것 같지만<br>딱 한 사람<br>나를 향해 웃고 있는 그 사람의<br>해맑은 웃음이 떠 올라<br>흐르는 눈물을 닦고 혼자 조용히 웃어 봅니다<br>사람들의 멸시와 조롱 때문에 이제는<br>아무 일도 할 수 없을 것 같지만<br>딱 한 사람<br>나를 인정해주고 격려해주는 그 사람의<br>목소리가 귓가에 맴돌아<br>다시 용기를 내어 새 일을 시작합니다<br>세상을 향한 불평의 소리들이 높아<br>나도 같이 불평하면서 살고 싶지만<br>딱 한 사람<br>늘 감사하면서 살아가는 그 사람의 평화가 그리워<br>모든 불평을 잠재우고 다시<br>감사의 목소리를 높입니다<br>실로 한 사람을 사랑하는 것은<br>온 세상을 사랑하는 것이요<br>온 세상의 모든 사랑도 결국은<br>한 사람을 통해 찾아 옵니다<br>내가 누군가에게 꼭 필요한 사람이 되면<br>온 세상이 좋은 일로만 가득 하겠지요
때론 사랑이란 것은 , 정우경 ,"<br>어느 날 나의 조카는 내게 말했다<br>난 짝꿍이 좋아서 사탕 한 개도 쪼개서 줬는데<br>성운이는 아무것도 안 주었다고<br>얘야, 사랑하는 나의 조카야<br>사랑은 산수처럼<br>계산하는 게 아니란다<br>때론 손해보는 것<br>나머지 사탕 반쪽도 마저 주고 싶은 것<br>그게 바로 사랑이란다<br>어느 날 나의 동생은 내게 말했다<br>우리반 어느 아이는<br>노래를 잘 불러서 좋아진다고<br>얘야, 사랑하는 나의 동생아<br>사랑은 음악처럼<br>박자가 들어맞는 가락이 아니란다<br>때론 4분의 3박자가 4박자가 되는 것<br>음치인 목소리가 더 멋이 있는 것<br>그게 바로 사랑이란다<br>어느 날 나는 언니에게 말했다<br>사랑이란 정말 무엇이냐고<br>얘야, 사랑하는 나의 동생아<br>사랑은 국어처럼<br>문법이 맞는 문장이 아니란다<br>때론 아무 말도 없는 것<br>그러고도 서로를 알아주는 것<br>그게 바로 사랑이란다<br>어느 날 나의 조카는 내게 물었다<br>그러면 이모...... 사랑해봤냐고<br>어느 날 나의 동생은 내게 물었다<br>그러면 언니...... 사랑해봤냐고<br>얘들아, 사랑하는 아이들아<br>나도 아직은 어린애란다<br>사랑 한 번 못해본 어린애란다."
떠나와서 , 나태주,<br>떠나와서 그리워지는<br>한 강물이 있습니다<br>헤어지고 나서 보고파지는<br>한 사람이 있습니다<br>미루나무 새 잎새 나와<br>바람에 손을 흔들던 봄의 강가<br>눈물 반짝임으로 저물어가는<br>여름날 저녁의 물비늘<br>혹은 겨울 안개 속에 해 떠오르고<br>서걱대는 갈대숲 기슭에<br>벗은 발로 헤엄치는 겨울 철새들<br>헤어지고 나서 보고파지는<br>한 사람이 있습니다<br>떠나와서 그리워지는<br>한 강물이 있습니다<br>
또 다른 고향 , 윤동주,"<br>고향에 돌아온 날 밤에<br>내 백골이 따라와 한 방에 누웠다<br>어둔 밤은 우주로 통하고<br>하늘에선가 소리처럼 바람이 불어온다<br>어둠 속에 곱게 풍화작용하는<br>백골을 들여다보며,<br>눈물짓는 것이 내가 우는 것이냐?<br>백골이 우는 것이냐?<br>아름다운 혼이 우는 것이냐?<br>지조(志操) 높은 개는<br>밤을 세워 어둠을 짖는다<br>어둠을 짖는 개는<br>나를 쫓는 것일 게다<br>가자 가자<br>쫓기우는 사람처럼 가자<br>백골 몰래<br>아름다운 또 다른 고향에 가자"
마음속의 사람을 보내며 , 정일근 ,"<br>마음속에 누군가를 담고 살아가는 것이<br>사랑인 줄 알았습니다.<br>사랑하기에 젊은 날엔 그대로 하여 마음 아픈 것도<br>사랑의 아픔으로만 알았습니다.<br>이제 그대를 내 마음속에서 떠나보냅니다.<br>멀리 흘러가는 강물에 아득히 부는 바람에<br>잘 가라 사랑아, 내 마음속의 그대를 놓아 보냅니다.<br>불혹, 마음에 빈자리 하나 만들어 놓고서야<br>나는 사랑이 무엇인지 아는 나이가 되었나봅니다.<br>사랑이란 누군가를 가두는 것이 아니라<br>마음을 비워놓고 기다리는 일이어서<br>사람을 기다리는 일이 사랑이라는 것을<br>이제서야 나도 알게 되었나봅니다.<br>"
마음 , 김광섭,<br>나의 마음은 고요한 물결<br>바람이 불어도 흔들리고<br>구름이 지나도 그림자 지는 곳<br>돌을 던지는 사람<br>고기를 낚는 사람<br>노래를 부르는 사람<br>이리하여 이 물가 외로운 밤이면<br>별은 고요히 물 위에 뜨고<br>숲은 말없이 물결을 재우나니<br>행여 백조가 오는 날<br>이 물가 어지러울까<br>나는 밤마다 꿈을 덮노라<br>
마음 , 곽재구,<br>아침 저녁<br>방을 닦습니다<br>강바람이 쌓인 구석구석이며<br>흙냄새가 솔솔 풍기는 벽도 닦습니다<br>그러나 매일 가장 열심히 닦는 곳은<br>꼭 한 군데입니다<br>작은 창틈 사이로 아침햇살이 떨어지는 그 곳<br>그곳에서 나는 움켜쥔 걸레 위에<br>내 가장 순결한 언어(言語)의 숨결들을 쏟아 붓습니다<br>언젠가 당신이 찾아와 앉을 그 자리<br>언제나 비어 있지만<br>언제나 꽉 차 있는 빛나는 자리입니다
마음 물들이기 , 정우경,<br>그대 사랑의 빛깔이<br>무어라 생각하나요<br>누군 빨간색이래요<br>사랑으로 타는 그 가슴이<br>불꽃 같기 때문이라나요<br>또 누군 하얗다 해요<br>자꾸만 아프기만 해서<br>흘린 눈물 때문이라나요<br>그리고 또 누군 노랗다 합니다<br>기다림에 지쳐버린 한낮<br>해바라기 같은 그리움 때문이라나요<br>하지만 나의 사랑<br>아직 분명한 빛깔이 없어요<br>그대가 곱게 물들여주기 전까지<br>그대 사랑의 빛깔은<br>무어라 생각합니까<br>난 아직 채색이 안 된<br>투명한 샘물색이라 해요<br>그대가 채색하게 될<br>흰 종이 위의 밑그림이라 해요.
마음에 핀 민들레 , 정우경,<br>내가 미련없는 민들레라면<br>바람 타고 하늘하늘<br>가고 싶은데<br>잠시라도 머물다가<br>오고 싶은데 그대 그리워.<br>
마지막임을 알았을 때 , 고은별,"<br>나는 사랑하는 사람과 헤어진 후에<br>마지막이라는 말을 참 많이도 생각해 보았습니다.<br>그때마다 참 많이도 울었습니다.<br>처음에는 마지막이라는 말을 믿을 수가 없었지요.<br>당장이라도 전화를 걸면 달려올 줄 믿었습니다.<br>그러나 시간이 흐르면서 차츰<br>그것이 마지막임을 알게 되었고<br>그것이 나를 슬프게 하였습니다.<br>그렇습니다.<br>나는 아직도 마지막이라는 말보다<br>더 슬픈 말을 알지 못합니다.<br>내 곁에 있어야 할 사람이 없음보다<br>더 슬픈 존재를 알지 못합니다.<br>지금도 떠오릅니다.<br>그윽하게 바라보던 옛 사랑, 그 눈빛.<br>사진 속의 기억이 그립습니다.<br>하지만<br>배경으로 한 라일락 향기를 흩날리며<br>그 사람은 추억만 남기고<br>영원히 떠나갔습니다.<br>마지막 뒷모습을 잊을 수 없습니다."
마지막 편지 , 김재진,<br>최선을 다해 당신을 사랑했습니다.<br>더 이상 내가 할 수 있는 일이란<br>아무것도 없습니다.<br>내게 놓여진 시간 앞에 나는 다만<br>정직하고 싶었을 뿐입니다.<br>다시 당신을 사랑할 기회가 생긴다 해도<br>사랑하지 않겠습니다.<br>최선을 다한다는 건 한 번뿐<br>더 이상의 사랑은 내게<br>무의미한 반복입니다.
마지막 사랑 , 장석주 ,<br>사랑이란<br>아주 멀리 되돌아오는 길이다<br>나 그대에 취해<br>그대의 캄캄한 감옥에서 울고 있는 것이다<br>아기 하나 태어나고<br>바람이 분다<br>바람 부는 길목에 그토록 오래 서 있있던 까닭은<br>돌아오는 길 내내<br>그대를 감쌌던 내 마음에서<br>그대 향기가 떠나지를 않았기 때문이다<br>사랑이란<br>그렇게<br>아주아주 멀리 되돌아오는 길이다
만남의 소중함 , 권지희,<br>시간이 지나면 지날수록<br>내 기억에서 멀어져가는 사람들이 있습니다.<br>하루 하루가 지나 갈수록<br>누군가에게서 나는 점점 잊혀져 갑니다.<br>머리의 기억력에 한계가 있듯이<br>마음의 기억에도 한계가 있나봅니다.<br>한 사람이 들어가면<br>다른 한 사람은 나오게 되고<br>잊고 싶지 않지만<br>아무도 시간의 흐름을 막지 못합니다.<br>하지만 이러한 현실이<br>만남을 더욱 소중하게 느끼게 하나 봅니다.
만남을 소중히 여기는 사람 , 김남조,<br>만남을 소중히 여기는 사람과 사랑하세요.<br>그래야 행여나 당신에게 이별이 찾아와도<br>당신과의 만남을 잊지 않고 기억해 줄 테니까요.<br>사랑을 할 줄 아는 사람과 사랑을 하세요.<br>그래야 행여나 익숙지 못한 사랑으로<br>당신을 떠나보내는 일은 없을 테니까요.<br>무언가를 잃어본 적이 있는 사람과 사랑을 하세요.<br>그래야 행여나 무언가를 잃어버릴 때가 오더라도<br>잃어버린다는 아픔을 알고<br>더 이상 잃어버리고 싶어하지 않을 테니까요.<br>기다림을 아는 이와 사랑을 하세요.<br>그래야 행여나 당신이 방황을 할 때<br>그저 이유없이 당신을 기다려 줄 테니까요.<br>슬픔을 아는 이와 사랑을 하세요.<br>그래야 행여나 가슴이 시린 겨울이 와도<br>그대의 따뜻한 가슴에 몸을 녹일 수 있을 테니까요.<br>진실된 사람과 사랑하세요.<br>그래야 행여나 그대 나의 거짓된 모습을 보더라도<br>그대의 진실로 나를 감싸 줄 테니까요.<br>진실로 자신의 모든 것을 사랑해 줄 수 있는 이와 사랑하세요.<br>그래야 행여나 당신의 한 모습이 나빠 보이더라도<br>사랑하는 이의 다른 모습을 보며 감싸안을 수 있을 테니까요.<br>그리고 진실로 진실로 자기 자신을<br>사랑할 줄 아는 이와 사랑하세요.<br>자신을 사랑할 줄 아는 사람이 남 또한 사랑할 줄 아는 거래요.
만남을 위한 초고 , 손종일,"<br>무작정 만나고 싶다.<br>첫 눈이 소담스럽게 내리는 날에 나를 위해 오후를 비워 두고<br>조용히 커피를 마시며 내 얘기를 들어 줄<br>그런 사람을 만나고 싶다.<br>약속은 하지 않았어도 토요일 오후마다 내가 잘 가는 다방에서<br>빨간 장미 한 송이와 함께 갈색 음악을 조용히 
  새기고 있을<br>그런 사람을 만나고 싶다.<br>어깨를 맞대고 오랜 시간 같이 걸으며 내가 좋아하는 노래를<br>나를 위해 불러줄 웃음이 고운 사람을 만나고 
  싶다.<br>낯익은 포장마차 불빛 속에서 쓴 소주 한 병을 시켜놓고 내가 두 잔 마실 때<br>내 건강을 위해서란 걸 강조하며 한 잔 정도 대신 마셔줄<br>그런 사람을 만나고 싶다.<br>술 한 잔에도 얼굴이 붉어져 횡설수설 말이 많아도 귀찮지 않을<br>내 좋은 사람을 만나고 싶다.<br>내가 좋아하는 병아리 색 옷을 입고 한아름의 안개꽃을 안고 그보다 
  더 큰 웃음으로<br>선뜻 예고도 없이 내 방문을 들어서는 꿈같이 
  행복에 겨울<br>그런 사람을 만나고 싶다.<br>아무런 보상도 원하지 않고 따뜻한 웃음을 주는 마음이 
  순수한 사람을 만나고 싶다.<br>이별의 말이 가슴 아파 선뜻 얘기치 못하고 서성일 때, 다가와 마음을 바로 잡아주는<br>이해심 깊은 사람을 만나고 싶다.<br>계절병을 앓고 난 후, 잃어버려야 했던 사랑을 한아름 다시 가지고 돌아와<br>파묻힐 정도로 돌려주는 꿈보다 달콤한 목소리를 가진 그런 사람을 만나<br>오래토록 죽어도 후회하지 않을 사랑을 하고 싶다.<br>사랑에 미친 사람, 그러나 풋자두처럼 상큼한 눈빛을 가진 그런 사람을 만나고 싶다.<br>계절병에 취해 무작정 동경의 도시를 꿈꾸며 새벽 열차를 같이 타고 떠날 수 있는<br>홀가분한 사람을 만나고 싶다.<br>웃고 있지 않아도 만나면 무작정 좋은 하늘같은 마음씨를 가진 좋은 사람을 만나<br>사랑 얘기를 나누고 싶다.

  작지만 그래도 따뜻한 손을 가진 사람, 한 번쯤 실연에 울었던 사람과 만나<br>세상 얘기를 하고 싶다.<br>고통을 이해할 수 있는 사람, 그러나 한 잔의 술로 모든 걸 잊을 수 있는<br>큰 용기를 가진 사람을 만나고 싶다.

  커피를 무진장 좋아하는 사람과 어느 호젓한 찻집에서 함께 찬찬히 찻잔을 기울이며<br>사람 사는 도시를 얘기하고 싶다.<br>눈물 나는 세상을 위하여 일찍이 불을 끄고 돌아눕는 체념된 사람을 만나고 싶다.<br>눈매가 단정한 사람, 그러나 우수에 젖어 있는 사람을 만나고 싶다.<br>아무리 떠들어도 조용히 내 얘기만을 들어주는 가슴이 넓은 사람,<br>포용력 있는 사람을 만나고 싶다.<br>어느 겨울날, 퇴근길에 내집 앞에서 시린 발을 동동 구르며 나를 기다려줄,<br>가슴엔 온통 내 모습뿐인 그런 사람을 만나고 싶다.<br>사랑이 없는 사람과 만나 오래 오래 사랑을 나누고 싶다."
말없는 시선으로 , 김미선,<br>우리가 만난 것은<br>아니<br>좀더 정확히 말해서<br>내가 그 사람을<br>처음 보게된 것은<br>이미 오래 전<br>세월로 따지자면<br>십년하고도 또<br>여러해 전이었다<br>별다른 표정 없었지만<br>말없는 시선으로<br>나를 바라본 사람<br>별다른 느낌 없었지만<br>그래도 그 표정은<br>나를<br>즐겁게 했지<br>우리의 만남은<br>이렇게 시작되었다<br>말없는 시선으로<br>별다른 대화 없었지만<br>서로 건너편에서<br>바라만 보는 것으로도<br>우린 기뻤지<br>그리움은<br>이렇게 시작되었다<br>말없는 시선으로
맘 켱기는 날 , 김소월,<br>오실 날<br>아니 오시는 사람!<br>오시는 것 같게도<br>맘 켱기는 날!<br>어느덧 해도 지고 날이 저무네!<br>
먼 별 , 이희중,"<br>이제 미움 너머로 그대를 사랑하리<br>함께 지낸 날들의 눈빛 잊지 않으면<br>그조차 먼 별이 되어 빛나네<br>비 오는 정오가 아닌, 노을 진 저녁이 아닌<br>짱짱한 햇빛 아래 서서 그대를 다시 보낸다 해도<br>더는 진땀 흘리지 않을 터 다만 잊지 마라<br>함께 다닌 많은 길들 골목들 집들 그 위 하늘들<br>가끔 걸으며 둘러보리니<br>그대 문득 돌아오는 날 또한 나 그곳에 있네<br>이제 욕망 너머로 그대를 사랑하리<br>이제 시간 너머로 그대를 사랑하리<br>"
먼길 가는 두 사람을 위하여 1 , 백창우 ,"<br>- 노래 가운데 가장 빛나는 건 사랑노래지요<br>- 삶 가운데 가장 빛나는 건 함께 사랑을 일궈가는 그런 삶이지요<br>- 가야 할 길은 멀고, 길 어디에도 제대로 된 푯말 하나 없지만<br>- 당당히 걸어가기를, 그대들 사랑이 그대들을 지켜주리니<br>그 누가 아나요, 그대들의 고운 사랑을<br>응달진 땅의 민들레처럼 순결한 슬픔을<br>그 누가 아나요, 그대들의 고운 사랑을<br>시련의 강 언덕에 드리운 무지개를<br>조그만 방 한 칸만 있어도<br>그대들은 부러울 것이 없지<br>햇볕처럼 따뜻한<br>사랑이 있으니<br>그대들의 마음 한 켠에<br>촛불 하나 밝히렴<br>그 어느 어둠도 발길을 돌리도록"
멀리 있기 , 유안진,<br>멀리서 나를<br>꽃이 되게 하는 이여<br>향기로 나는 다가갈 뿐입니다<br>멀리서 나를<br>별이 되게 하는 이여<br>눈물 괸 눈짓으로 반짝일 뿐입니다<br>멀어서 슬프고<br>슬퍼서 흠도 티도 없는<br>사랑이여<br>죽기까지 나<br>향기 높은 꽃이게 하여요<br>죽어서도 나<br>빛나는 별이게 하여요.
멀리 있는 사람이 가슴으로 더욱 가깝다 , 이용채,<br><br>아름다운 것은<br>아름다운 마음으로 보아야 한다.<br>멀리 두고 지켜보아야 하는<br>내 사랑하는 사람.<br>그가 아름다운 건<br>나에게 아름다운 마음을 그가 주었기 때문이요<br>그는 스스로 아름다움을<br>꽃으로 가꾸고 있기 때문이다.<br>멀리 있어 가슴으로 더욱 가까운 사람.<br>진실한 아름다움은 마음이 아름다운 사람이기에<br>더욱 사랑스러운 그 사람.<br>아름다운 마음으로 본 아름다움은<br>쉽게 잊을 수 없는 것.<br>그러기에 아직도 나는<br>그가 그립다.
모든 것은 기도에서 시작됩니다 , 마더 데레사,<br>멀리 있는 사람들을 사랑하는 것은 오히려 쉽습니다.<br>그러나 우리에게 가까이 있는 사람들을<br>항상 사랑하기란 쉽지 않습니다.<br>음식으로 배고픔을 달래주는 일은<br>사랑받지 못한 외로움과 아픔을 달래주는 일보다는<br>쉽다는 것을 가정에서도 보게 됩니다.<br>여러분의 가정에 사랑을 가져 오십시오.<br>이곳이야말로 우리 서로를 위한 사랑이<br>시작되는 장소니까요.<br>
모든 순간이 꽃봉오리인 것을 , 정현종,"<br>나는 가끔 후회한다<br>그때 그 일이<br>노다지였을지도 모르는데......<br>그때 그 사람이<br>그때 그 물건이<br>노다지였을지도 모르는데......<br>더 열심히 파고들고<br>더 열심히 말을 걸고<br>더 열심히 귀 기울이고<br>더 열심히 사랑할 걸......<br>반벙어리처럼<br>귀머거리처럼<br>보내지는 않았는가<br>우두커니처럼......<br>더 열심히 그 순간을<br>사랑할 것을......<br>모든 순간이 다아<br>꽃봉오리인 것을,<br>내 열심에 따라 피어날<br>꽃봉오리인 것을!"
모란이 피기까지는 , 김영랑,"<br>모란이 피기까지는<br>나는 아직 나의 봄을 기다리고 있을 테요<br>모란이 뚝뚝 떨어져버린 날<br>나는 비로소 봄을 여윈 설움에 잠길 테요<br>오월(五月) 어느 날 그 하루 무덥던 날<br>떨어져 누운 꽃잎마저 시들어버리고는<br>천지에 모란은 자취도 없어지고<br>뻗쳐오르던 내 보람 서운케 무너졌느니<br>모란이 지고 말면 그뿐, 내 한 해는 다 가고 말아<br>삼백(三百) 예순 날 하냥 섭섭해 우옵내다<br>모란이 피기까지는<br>나는 아직 기다리고 있을 테요, 찬란한 슬픔의 봄을<br>"
모래 시계 , 정우경,<br>그대가 가버려도<br>떠나갔다 말하지 않겠습니다<br>돌아간다 하겠습니다<br>그대 내 성에서 머물던 시간이<br>아무리 길고 깊다 하여도<br>언젠가는 다시 돌아가야만 할 그대임을<br>이미 예감하고 있기에<br>먼 훗날 그대 다시 내게 오면<br>돌아왔다 말하지 않겠습니다<br>찾아왔다 하겠습니다<br>그대 내 성에 잠시 머무는<br>손님이라 하겠습니다.
목마와 숙녀 , 박인환,<br>한 잔의 술을 마시고<br>우리는 버지니아 울프의 생애와<br>목마를 타고 떠난 숙녀의 옷자락을 이야기한다<br>목마는 주인을 버리고 거저 방울 소리만 울리며<br>가을 속으로 떠났다 술병에서 별이 떨어진다<br>상심한 별은 내 가슴에 가벼웁게 부서진다<br>그러한 잠시 내가 알던 소녀는<br>정원의 초목 옆에서 자라고<br>문학이 죽고 인생이 죽고<br>사랑의 진리마저 애증의 그림자를 버릴 때<br>목마를 탄 사랑의 사람은 보이지 않는다<br>세월은 가고 오는 것<br>한때는 고립을 피하여 시들어가고<br>이제 우리는 작별하여야 한다<br>술병이 바람에 쓰러지는 소리를 들으며<br>늙은 여류작가의 눈을 바라다보아야 한다<br>......등대에......<br>불이 보이지 않아도<br>그저 간직한 페시미즘의 미래를 위하여<br>우리는 처량한 목마 소리를 기억하여야 한다<br>모든 것이 떠나든 죽든<br>그저 가슴에 남은 희미한 의식을 붙잡고<br>우리는 버지니아 울프의 서러운 이야기를 들어야 한다<br>두 개의 바위틈을 지나 청춘을 찾는 뱀과 같이<br>눈을 뜨고 한 잔의 술을 마셔야 한다<br>인생은 외롭지도 않고<br>그저 잡지의 표지처럼 통속하거늘<br>한탄할 그 무엇이 무서워서 우리는 떠나는 것일까<br>목마는 하늘에 있고<br>방울 소리는 귓전에 철렁거리는데<br>가을 바람 소리는<br>내 쓰러진 술병 속에서 목메어 우는데-
못잊어 , 김소월,"<br>못 잊어 생각이 나겠지요<br>그런 대로 한 세상 지내시구려<br>사노라면 잊힐 날 있으리다<br>못 잊어 생각이 나겠지요<br>그런 대로 세월만 가라시구려<br>못 잊어도 더러는 잊히오리다<br>그러나 또 한껏 이렇지요<br>""그리워 살뜰히 못 잊는데<br>어쩌면 생각이 떠나지요?"""
몽상가의 사랑 , 정우경,<br>별을 사랑한다<br>별을 사랑하는 사람을 사랑한다<br>별이 좋아 그 사람이 좋은지<br>그 사람이 좋아 별이 좋은지<br>하늘을 사랑한다<br>하늘을 사랑하는 사람을 사랑한다<br>하늘이 좋아 그 사람이 좋은지<br>그 사람이 좋아 하늘이 좋은지<br>바다를 사랑한다<br>바다를 사랑하는 사람을 사랑한다<br>바다가 좋아 그 사람이 좋은지<br>그 사람이 좋아 바다가 좋은지.
